id	label	description	x	y	cluster	weight<Citations>	weight<Co-citations>
33846	j nerv ment dis	<table><tr><td>Source:</td><td>j nerv ment dis</td></tr><tr><td>Citations:</td><td>140</td></tr><tr><td>Co-citations:</td><td>12855</td></tr></table>	-0.7729	-0.41	3	140	12855
33867	j neurol	<table><tr><td>Source:</td><td>j neurol</td></tr><tr><td>Citations:</td><td>54</td></tr><tr><td>Co-citations:</td><td>2881</td></tr></table>	-0.9015	-0.2434	3	54	2881
33868	j neurol neurosur ps	<table><tr><td>Source:</td><td>j neurol neurosur ps</td></tr><tr><td>Citations:</td><td>263</td></tr><tr><td>Co-citations:</td><td>14155</td></tr></table>	-0.8852	-0.2499	3	263	14155
33882	j neurophysiol	<table><tr><td>Source:</td><td>j neurophysiol</td></tr><tr><td>Citations:</td><td>360</td></tr><tr><td>Co-citations:</td><td>25982</td></tr></table>	-0.8437	-0.0865	2	360	25982
33884	j neuropsych clin n	<table><tr><td>Source:</td><td>j neuropsych clin n</td></tr><tr><td>Citations:</td><td>43</td></tr><tr><td>Co-citations:</td><td>3035</td></tr></table>	-0.9456	-0.3243	3	43	3035
33890	j neurosci	<table><tr><td>Source:</td><td>j neurosci</td></tr><tr><td>Citations:</td><td>711</td></tr><tr><td>Co-citations:</td><td>47304</td></tr></table>	-0.8207	-0.0905	2	711	47304
33894	j neurosurg	<table><tr><td>Source:</td><td>j neurosurg</td></tr><tr><td>Citations:</td><td>56</td></tr><tr><td>Co-citations:</td><td>5245</td></tr></table>	-0.9721	-0.2824	3	56	5245
33903	j nonverbal behav	<table><tr><td>Source:</td><td>j nonverbal behav</td></tr><tr><td>Citations:</td><td>176</td></tr><tr><td>Co-citations:</td><td>9698</td></tr></table>	-0.2263	-0.1115	2	176	9698
33974	j peace res	<table><tr><td>Source:</td><td>j peace res</td></tr><tr><td>Citations:</td><td>65</td></tr><tr><td>Co-citations:</td><td>5038</td></tr></table>	1.0171	0.0762	1	65	5038
33976	j peasant stud	<table><tr><td>Source:</td><td>j peasant stud</td></tr><tr><td>Citations:</td><td>101</td></tr><tr><td>Co-citations:</td><td>2019</td></tr></table>	0.7479	0.1343	1	101	2019
33998	j pers	<table><tr><td>Source:</td><td>j pers</td></tr><tr><td>Citations:</td><td>82</td></tr><tr><td>Co-citations:</td><td>4903</td></tr></table>	0.118	-0.1036	2	82	4903
34002	j pers soc psychol	<table><tr><td>Source:</td><td>j pers soc psychol</td></tr><tr><td>Citations:</td><td>1387</td></tr><tr><td>Co-citations:</td><td>67924</td></tr></table>	0.0193	-0.1052	2	1387	67924
34015	j pharmacol exp ther	<table><tr><td>Source:</td><td>j pharmacol exp ther</td></tr><tr><td>Citations:</td><td>56</td></tr><tr><td>Co-citations:</td><td>3417</td></tr></table>	-0.9551	-0.2132	3	56	3417
34056	j polit	<table><tr><td>Source:</td><td>j polit</td></tr><tr><td>Citations:</td><td>147</td></tr><tr><td>Co-citations:</td><td>5863</td></tr></table>	0.9636	0.0197	1	147	5863
34057	j polit econ	<table><tr><td>Source:</td><td>j polit econ</td></tr><tr><td>Citations:</td><td>65</td></tr><tr><td>Co-citations:</td><td>2565</td></tr></table>	0.7328	0.0485	1	65	2565
34093	j psychiat res	<table><tr><td>Source:</td><td>j psychiat res</td></tr><tr><td>Citations:</td><td>55</td></tr><tr><td>Co-citations:</td><td>4313</td></tr></table>	-0.9018	-0.3572	3	55	4313
34112	j psychopharmacol	<table><tr><td>Source:</td><td>j psychopharmacol</td></tr><tr><td>Citations:</td><td>44</td></tr><tr><td>Co-citations:</td><td>9393</td></tr></table>	-0.9705	-0.4375	3	44	9393
34191	j res pers	<table><tr><td>Source:</td><td>j res pers</td></tr><tr><td>Citations:</td><td>40</td></tr><tr><td>Co-citations:</td><td>3188</td></tr></table>	0.0389	-0.1386	2	40	3188
34225	j rural stud	<table><tr><td>Source:</td><td>j rural stud</td></tr><tr><td>Citations:</td><td>136</td></tr><tr><td>Co-citations:</td><td>2458</td></tr></table>	0.7668	0.1039	1	136	2458
34239	j sci stud relig	<table><tr><td>Source:</td><td>j sci stud relig</td></tr><tr><td>Citations:</td><td>122</td></tr><tr><td>Co-citations:</td><td>3327</td></tr></table>	0.829	0.0089	1	122	3327
34254	j sleep res	<table><tr><td>Source:</td><td>j sleep res</td></tr><tr><td>Citations:</td><td>59</td></tr><tr><td>Co-citations:</td><td>3889</td></tr></table>	-0.7653	-0.1698	2	59	3889
34269	j soc issues	<table><tr><td>Source:</td><td>j soc issues</td></tr><tr><td>Citations:</td><td>212</td></tr><tr><td>Co-citations:</td><td>8469</td></tr></table>	0.4315	-0.044	1	212	8469
34275	j soc psychol	<table><tr><td>Source:</td><td>j soc psychol</td></tr><tr><td>Citations:</td><td>60</td></tr><tr><td>Co-citations:</td><td>3592</td></tr></table>	0.152	-0.0832	2	60	3592
34345	j stud alcohol	<table><tr><td>Source:</td><td>j stud alcohol</td></tr><tr><td>Citations:</td><td>52</td></tr><tr><td>Co-citations:</td><td>2648</td></tr></table>	-0.5827	-0.2687	3	52	2648
34375	j theor biol	<table><tr><td>Source:</td><td>j theor biol</td></tr><tr><td>Citations:</td><td>310</td></tr><tr><td>Co-citations:</td><td>9213</td></tr></table>	-0.6815	0.4881	4	310	9213
34403	j trauma stress	<table><tr><td>Source:</td><td>j trauma stress</td></tr><tr><td>Citations:</td><td>92</td></tr><tr><td>Co-citations:</td><td>13612</td></tr></table>	-0.7983	-0.485	3	92	13612
34457	j wildlife manage	<table><tr><td>Source:</td><td>j wildlife manage</td></tr><tr><td>Citations:</td><td>530</td></tr><tr><td>Co-citations:</td><td>15100</td></tr></table>	-0.7052	0.6038	4	530	15100
34477	j zool	<table><tr><td>Source:</td><td>j zool</td></tr><tr><td>Citations:</td><td>245</td></tr><tr><td>Co-citations:</td><td>8203</td></tr></table>	-0.7284	0.5626	4	245	8203
34499	jama-j am med assoc	<table><tr><td>Source:</td><td>jama-j am med assoc</td></tr><tr><td>Citations:</td><td>350</td></tr><tr><td>Co-citations:</td><td>18628</td></tr></table>	-0.4622	-0.277	3	350	18628
35562	lancet	<table><tr><td>Source:</td><td>lancet</td></tr><tr><td>Citations:</td><td>407</td></tr><tr><td>Co-citations:</td><td>11443</td></tr></table>	-0.3786	-0.2056	3	407	11443
35987	law human behav	<table><tr><td>Source:</td><td>law human behav</td></tr><tr><td>Citations:</td><td>37</td></tr><tr><td>Co-citations:</td><td>5216</td></tr></table>	0.3894	-0.1528	5	37	5216
36045	law soc rev	<table><tr><td>Source:</td><td>law soc rev</td></tr><tr><td>Citations:</td><td>185</td></tr><tr><td>Co-citations:</td><td>12081</td></tr></table>	0.8722	-0.1029	5	185	12081
36050	law social inquiry	<table><tr><td>Source:</td><td>law social inquiry</td></tr><tr><td>Citations:</td><td>41</td></tr><tr><td>Co-citations:</td><td>2902</td></tr></table>	0.9101	-0.0935	5	41	2902
36132	leadership quart	<table><tr><td>Source:</td><td>leadership quart</td></tr><tr><td>Citations:</td><td>72</td></tr><tr><td>Co-citations:</td><td>2972</td></tr></table>	0.6321	-0.0027	1	72	2972
37085	logic collective act	<table><tr><td>Source:</td><td>logic collective act</td></tr><tr><td>Citations:</td><td>101</td></tr><tr><td>Co-citations:</td><td>4217</td></tr></table>	0.9407	0.008	1	101	4217
38024	manage sci	<table><tr><td>Source:</td><td>manage sci</td></tr><tr><td>Citations:</td><td>78</td></tr><tr><td>Co-citations:</td><td>2617</td></tr></table>	0.7595	0.0116	1	78	2617
38373	mar ecol prog ser	<table><tr><td>Source:</td><td>mar ecol prog ser</td></tr><tr><td>Citations:</td><td>97</td></tr><tr><td>Co-citations:</td><td>3250</td></tr></table>	-0.6494	0.5674	4	97	3250
38971	med care	<table><tr><td>Source:</td><td>med care</td></tr><tr><td>Citations:</td><td>92</td></tr><tr><td>Co-citations:</td><td>2386</td></tr></table>	-0.3006	-0.2176	3	92	2386
39051	med sci sport exer	<table><tr><td>Source:</td><td>med sci sport exer</td></tr><tr><td>Citations:</td><td>93</td></tr><tr><td>Co-citations:</td><td>1351</td></tr></table>	-0.3736	-0.151	3	93	1351
39207	mem cognition	<table><tr><td>Source:</td><td>mem cognition</td></tr><tr><td>Citations:</td><td>64</td></tr><tr><td>Co-citations:</td><td>4161</td></tr></table>	-0.173	-0.1181	2	64	4161
39566	mich law rev	<table><tr><td>Source:</td><td>mich law rev</td></tr><tr><td>Citations:</td><td>152</td></tr><tr><td>Co-citations:</td><td>15784</td></tr></table>	0.9277	-0.1717	5	152	15784
39646	middle e report	<table><tr><td>Source:</td><td>middle e report</td></tr><tr><td>Citations:</td><td>22</td></tr><tr><td>Co-citations:</td><td>2903</td></tr></table>	1.0991	0.0732	1	22	2903
39919	minn law rev	<table><tr><td>Source:</td><td>minn law rev</td></tr><tr><td>Citations:</td><td>37</td></tr><tr><td>Co-citations:</td><td>3038</td></tr></table>	0.9702	-0.1739	5	37	3038
40114	mobilization	<table><tr><td>Source:</td><td>mobilization</td></tr><tr><td>Citations:</td><td>350</td></tr><tr><td>Co-citations:</td><td>18030</td></tr></table>	1.0103	0.0504	1	350	18030
40123	mobilization revolut	<table><tr><td>Source:</td><td>mobilization revolut</td></tr><tr><td>Citations:</td><td>174</td></tr><tr><td>Co-citations:</td><td>7513</td></tr></table>	1.0062	0.0263	1	174	7513
40383	mol ecol	<table><tr><td>Source:</td><td>mol ecol</td></tr><tr><td>Citations:</td><td>208</td></tr><tr><td>Co-citations:</td><td>8272</td></tr></table>	-0.7147	0.5636	4	208	8272
40389	mol gen genet	<table><tr><td>Source:</td><td>mol gen genet</td></tr><tr><td>Citations:</td><td>92</td></tr><tr><td>Co-citations:</td><td>3029</td></tr></table>	-1.2534	0.6671	6	92	3029
40396	mol microbiol	<table><tr><td>Source:</td><td>mol microbiol</td></tr><tr><td>Citations:</td><td>345</td></tr><tr><td>Co-citations:</td><td>14051</td></tr></table>	-1.2355	0.6528	6	345	14051
40405	mol psychiatr	<table><tr><td>Source:</td><td>mol psychiatr</td></tr><tr><td>Citations:</td><td>43</td></tr><tr><td>Co-citations:</td><td>4223</td></tr></table>	-0.8586	-0.2779	3	43	4223
40803	movement disord	<table><tr><td>Source:</td><td>movement disord</td></tr><tr><td>Citations:</td><td>340</td></tr><tr><td>Co-citations:</td><td>12181</td></tr></table>	-0.8985	-0.2591	3	340	12181
41428	nat genet	<table><tr><td>Source:</td><td>nat genet</td></tr><tr><td>Citations:</td><td>45</td></tr><tr><td>Co-citations:</td><td>2734</td></tr></table>	-0.9062	0.1923	6	45	2734
41460	nat neurosci	<table><tr><td>Source:</td><td>nat neurosci</td></tr><tr><td>Citations:</td><td>412</td></tr><tr><td>Co-citations:</td><td>30420</td></tr></table>	-0.7665	-0.1094	2	412	30420
41487	nat rev neurosci	<table><tr><td>Source:</td><td>nat rev neurosci</td></tr><tr><td>Citations:</td><td>273</td></tr><tr><td>Co-citations:</td><td>18820</td></tr></table>	-0.7832	-0.1328	2	273	18820
41519	nation	<table><tr><td>Source:</td><td>nation</td></tr><tr><td>Citations:</td><td>61</td></tr><tr><td>Co-citations:</td><td>4075</td></tr></table>	1.0973	0.026	1	61	4075
41841	nature	<table><tr><td>Source:</td><td>nature</td></tr><tr><td>Citations:</td><td>1249</td></tr><tr><td>Co-citations:</td><td>58530</td></tr></table>	-0.6621	0.2701	4	1249	58530
42311	neuroimage	<table><tr><td>Source:</td><td>neuroimage</td></tr><tr><td>Citations:</td><td>865</td></tr><tr><td>Co-citations:</td><td>53876</td></tr></table>	-0.7948	-0.1204	2	865	53876
42334	neurology	<table><tr><td>Source:</td><td>neurology</td></tr><tr><td>Citations:</td><td>430</td></tr><tr><td>Co-citations:</td><td>23610</td></tr></table>	-0.8971	-0.2179	3	430	23610
42350	neuron	<table><tr><td>Source:</td><td>neuron</td></tr><tr><td>Citations:</td><td>338</td></tr><tr><td>Co-citations:</td><td>24890</td></tr></table>	-0.7984	-0.0672	2	338	24890
42372	neuropsychologia	<table><tr><td>Source:</td><td>neuropsychologia</td></tr><tr><td>Citations:</td><td>581</td></tr><tr><td>Co-citations:</td><td>38243</td></tr></table>	-0.7434	-0.136	2	581	38243
42395	neuropsychopharmacol	<table><tr><td>Source:</td><td>neuropsychopharmacol</td></tr><tr><td>Citations:</td><td>101</td></tr><tr><td>Co-citations:</td><td>10316</td></tr></table>	-0.9636	-0.2417	3	101	10316
42400	neuroreport	<table><tr><td>Source:</td><td>neuroreport</td></tr><tr><td>Citations:</td><td>277</td></tr><tr><td>Co-citations:</td><td>20680</td></tr></table>	-0.8008	-0.1113	2	277	20680
42403	neurosci biobehav r	<table><tr><td>Source:</td><td>neurosci biobehav r</td></tr><tr><td>Citations:</td><td>161</td></tr><tr><td>Co-citations:</td><td>13051</td></tr></table>	-0.7829	-0.0445	2	161	13051
42405	neurosci lett	<table><tr><td>Source:</td><td>neurosci lett</td></tr><tr><td>Citations:</td><td>135</td></tr><tr><td>Co-citations:</td><td>7995</td></tr></table>	-0.7867	-0.075	2	135	7995
42409	neuroscience	<table><tr><td>Source:</td><td>neuroscience</td></tr><tr><td>Citations:</td><td>104</td></tr><tr><td>Co-citations:</td><td>6890</td></tr></table>	-0.9128	-0.1162	3	104	6890
42419	neurosurgery	<table><tr><td>Source:</td><td>neurosurgery</td></tr><tr><td>Citations:</td><td>29</td></tr><tr><td>Co-citations:</td><td>4240</td></tr></table>	-1.0161	-0.3793	3	29	4240
42576	new engl j med	<table><tr><td>Source:</td><td>new engl j med</td></tr><tr><td>Citations:</td><td>349</td></tr><tr><td>Co-citations:</td><td>17412</td></tr></table>	-0.4547	-0.2481	3	349	17412
42645	new i org anal	<table><tr><td>Source:</td><td>new i org anal</td></tr><tr><td>Citations:</td><td>182</td></tr><tr><td>Co-citations:</td><td>9317</td></tr></table>	0.9617	0.0366	1	182	9317
42698	new left rev	<table><tr><td>Source:</td><td>new left rev</td></tr><tr><td>Citations:</td><td>147</td></tr><tr><td>Co-citations:</td><td>4153</td></tr></table>	0.9124	0.0687	1	147	4153
42877	new social movements	<table><tr><td>Source:</td><td>new social movements</td></tr><tr><td>Citations:</td><td>232</td></tr><tr><td>Co-citations:</td><td>9291</td></tr></table>	1.0162	0.0252	1	232	9291
43002	new york u law rev	<table><tr><td>Source:</td><td>new york u law rev</td></tr><tr><td>Citations:</td><td>88</td></tr><tr><td>Co-citations:</td><td>9043</td></tr></table>	0.9298	-0.1717	5	88	9043
43338	nomads present socia	<table><tr><td>Source:</td><td>nomads present socia</td></tr><tr><td>Citations:</td><td>73</td></tr><tr><td>Co-citations:</td><td>2983</td></tr></table>	1.0127	0.0249	1	73	2983
43478	northwest u law rev	<table><tr><td>Source:</td><td>northwest u law rev</td></tr><tr><td>Citations:</td><td>51</td></tr><tr><td>Co-citations:</td><td>6376</td></tr></table>	0.7808	-0.1762	5	51	6376
43770	ny times	<table><tr><td>Source:</td><td>ny times</td></tr><tr><td>Citations:</td><td>451</td></tr><tr><td>Co-citations:</td><td>16037</td></tr></table>	0.8941	-0.0495	1	451	16037
43818	nyt	<table><tr><td>Source:</td><td>nyt</td></tr><tr><td>Citations:</td><td>88</td></tr><tr><td>Co-citations:</td><td>25859</td></tr></table>	1.3161	0.0305	1	88	25859
43824	nyu rev l soc change	<table><tr><td>Source:</td><td>nyu rev l soc change</td></tr><tr><td>Citations:</td><td>23</td></tr><tr><td>Co-citations:</td><td>2946</td></tr></table>	1.0034	-0.1938	5	23	2946
44003	oecologia	<table><tr><td>Source:</td><td>oecologia</td></tr><tr><td>Citations:</td><td>219</td></tr><tr><td>Co-citations:</td><td>9847</td></tr></table>	-0.6724	0.5952	4	219	9847
44052	oikos	<table><tr><td>Source:</td><td>oikos</td></tr><tr><td>Citations:</td><td>248</td></tr><tr><td>Co-citations:</td><td>12196</td></tr></table>	-0.6567	0.6146	4	248	12196
44568	organ behav hum dec	<table><tr><td>Source:</td><td>organ behav hum dec</td></tr><tr><td>Citations:</td><td>75</td></tr><tr><td>Co-citations:</td><td>13934</td></tr></table>	0.2842	-0.1379	5	75	13934
44574	organ sci	<table><tr><td>Source:</td><td>organ sci</td></tr><tr><td>Citations:</td><td>232</td></tr><tr><td>Co-citations:</td><td>11604</td></tr></table>	0.8454	0.0147	1	232	11604
44575	organ stud	<table><tr><td>Source:</td><td>organ stud</td></tr><tr><td>Citations:</td><td>171</td></tr><tr><td>Co-citations:</td><td>8694</td></tr></table>	0.901	0.0324	1	171	8694
44604	organization	<table><tr><td>Source:</td><td>organization</td></tr><tr><td>Citations:</td><td>77</td></tr><tr><td>Co-citations:</td><td>4152</td></tr></table>	0.8782	0.0386	1	77	4152
44662	origins civil rights	<table><tr><td>Source:</td><td>origins civil rights</td></tr><tr><td>Citations:</td><td>109</td></tr><tr><td>Co-citations:</td><td>4988</td></tr></table>	1.0042	-0.0426	1	109	4988
45706	p natl acad sci usa	<table><tr><td>Source:</td><td>p natl acad sci usa</td></tr><tr><td>Citations:</td><td>1227</td></tr><tr><td>Co-citations:</td><td>60499</td></tr></table>	-0.7706	0.2857	6	1227	60499
45726	p r soc b	<table><tr><td>Source:</td><td>p r soc b</td></tr><tr><td>Citations:</td><td>67</td></tr><tr><td>Co-citations:</td><td>3459</td></tr></table>	-0.5807	0.429	4	67	3459
45741	p roy soc b-biol sci	<table><tr><td>Source:</td><td>p roy soc b-biol sci</td></tr><tr><td>Citations:</td><td>355</td></tr><tr><td>Co-citations:</td><td>16277</td></tr></table>	-0.6835	0.4476	4	355	16277
46246	pain	<table><tr><td>Source:</td><td>pain</td></tr><tr><td>Citations:</td><td>202</td></tr><tr><td>Co-citations:</td><td>6638</td></tr></table>	-0.4615	-0.2339	3	202	6638
46625	passionate politics	<table><tr><td>Source:</td><td>passionate politics</td></tr><tr><td>Citations:</td><td>62</td></tr><tr><td>Co-citations:</td><td>2585</td></tr></table>	0.9511	0.0376	1	62	2585
46931	pediatrics	<table><tr><td>Source:</td><td>pediatrics</td></tr><tr><td>Citations:</td><td>187</td></tr><tr><td>Co-citations:</td><td>6026</td></tr></table>	-0.6093	-0.1835	3	187	6026
47091	percept motor skill	<table><tr><td>Source:</td><td>percept motor skill</td></tr><tr><td>Citations:</td><td>74</td></tr><tr><td>Co-citations:</td><td>3709</td></tr></table>	-0.4877	-0.0064	2	74	3709
47092	percept psychophys	<table><tr><td>Source:</td><td>percept psychophys</td></tr><tr><td>Citations:</td><td>153</td></tr><tr><td>Co-citations:</td><td>8621</td></tr></table>	-0.5459	-0.0988	2	153	8621
47093	perception	<table><tr><td>Source:</td><td>perception</td></tr><tr><td>Citations:</td><td>184</td></tr><tr><td>Co-citations:</td><td>8362</td></tr></table>	-0.6107	-0.0881	2	184	8362
47194	pers soc psychol b	<table><tr><td>Source:</td><td>pers soc psychol b</td></tr><tr><td>Citations:</td><td>363</td></tr><tr><td>Co-citations:</td><td>24699</td></tr></table>	0.1475	-0.0985	2	363	24699
47195	pers soc psychol rev	<table><tr><td>Source:</td><td>pers soc psychol rev</td></tr><tr><td>Citations:</td><td>75</td></tr><tr><td>Co-citations:</td><td>5168</td></tr></table>	0.0325	-0.0748	2	75	5168
47284	perspect psychol sci	<table><tr><td>Source:</td><td>perspect psychol sci</td></tr><tr><td>Citations:</td><td>30</td></tr><tr><td>Co-citations:</td><td>4280</td></tr></table>	-0.2748	-0.1553	2	30	4280
47309	perspectives imitati	<table><tr><td>Source:</td><td>perspectives imitati</td></tr><tr><td>Citations:</td><td>49</td></tr><tr><td>Co-citations:</td><td>3589</td></tr></table>	-0.6537	-0.0073	2	49	3589
47406	pharmacol biochem be	<table><tr><td>Source:</td><td>pharmacol biochem be</td></tr><tr><td>Citations:</td><td>86</td></tr><tr><td>Co-citations:</td><td>4406</td></tr></table>	-0.8602	-0.0916	3	86	4406
47412	pharmacopsychiatry	<table><tr><td>Source:</td><td>pharmacopsychiatry</td></tr><tr><td>Citations:</td><td>32</td></tr><tr><td>Co-citations:</td><td>6973</td></tr></table>	-1.0405	-0.4922	3	32	6973
47526	philos t r soc b	<table><tr><td>Source:</td><td>philos t r soc b</td></tr><tr><td>Citations:</td><td>292</td></tr><tr><td>Co-citations:</td><td>17636</td></tr></table>	-0.6021	0.1117	2	292	17636
47531	philos t roy soc b	<table><tr><td>Source:</td><td>philos t roy soc b</td></tr><tr><td>Citations:</td><td>160</td></tr><tr><td>Co-citations:</td><td>7976</td></tr></table>	-0.6684	0.2189	4	160	7976
47604	phys rev e	<table><tr><td>Source:</td><td>phys rev e</td></tr><tr><td>Citations:</td><td>150</td></tr><tr><td>Co-citations:</td><td>3579</td></tr></table>	-0.568	0.3633	4	150	3579
47644	physiol behav	<table><tr><td>Source:</td><td>physiol behav</td></tr><tr><td>Citations:</td><td>210</td></tr><tr><td>Co-citations:</td><td>12957</td></tr></table>	-0.8224	0.1536	4	210	12957
47967	plos biol	<table><tr><td>Source:</td><td>plos biol</td></tr><tr><td>Citations:</td><td>81</td></tr><tr><td>Co-citations:</td><td>5599</td></tr></table>	-0.7648	0.1951	6	81	5599
47973	plos one	<table><tr><td>Source:</td><td>plos one</td></tr><tr><td>Citations:</td><td>136</td></tr><tr><td>Co-citations:</td><td>7724</td></tr></table>	-0.6015	0.0537	2	136	7724
48033	poetics	<table><tr><td>Source:</td><td>poetics</td></tr><tr><td>Citations:</td><td>59</td></tr><tr><td>Co-citations:</td><td>2811</td></tr></table>	0.8968	0.0105	1	59	2811
48216	polit geogr	<table><tr><td>Source:</td><td>polit geogr</td></tr><tr><td>Citations:</td><td>114</td></tr><tr><td>Co-citations:</td><td>2814</td></tr></table>	0.847	0.0899	1	114	2814
48224	polit psychol	<table><tr><td>Source:</td><td>polit psychol</td></tr><tr><td>Citations:</td><td>59</td></tr><tr><td>Co-citations:</td><td>2966</td></tr></table>	0.521	-0.0491	2	59	2966
48231	polit soc	<table><tr><td>Source:</td><td>polit soc</td></tr><tr><td>Citations:</td><td>164</td></tr><tr><td>Co-citations:</td><td>7420</td></tr></table>	0.9848	0.0565	1	164	7420
48453	political process de	<table><tr><td>Source:</td><td>political process de</td></tr><tr><td>Citations:</td><td>216</td></tr><tr><td>Co-citations:</td><td>9771</td></tr></table>	1.0436	0.0136	1	216	9771
48810	politics social prot	<table><tr><td>Source:</td><td>politics social prot</td></tr><tr><td>Citations:</td><td>58</td></tr><tr><td>Co-citations:</td><td>2466</td></tr></table>	1.0322	0.0391	1	58	2466
48937	poor peoples movemen	<table><tr><td>Source:</td><td>poor peoples movemen</td></tr><tr><td>Citations:</td><td>115</td></tr><tr><td>Co-citations:</td><td>5965</td></tr></table>	1.0589	-0.002	1	115	5965
49315	poultry sci	<table><tr><td>Source:</td><td>poultry sci</td></tr><tr><td>Citations:</td><td>36</td></tr><tr><td>Co-citations:</td><td>4852</td></tr></table>	-0.82	0.2789	4	36	4852
49458	power movement	<table><tr><td>Source:</td><td>power movement</td></tr><tr><td>Citations:</td><td>72</td></tr><tr><td>Co-citations:</td><td>4676</td></tr></table>	1.1316	0.0306	1	72	4676
49460	power movement socia	<table><tr><td>Source:</td><td>power movement socia</td></tr><tr><td>Citations:</td><td>166</td></tr><tr><td>Co-citations:</td><td>8305</td></tr></table>	1.0507	0.0407	1	166	8305
49926	primates	<table><tr><td>Source:</td><td>primates</td></tr><tr><td>Citations:</td><td>121</td></tr><tr><td>Co-citations:</td><td>5116</td></tr></table>	-0.7046	0.3979	4	121	5116
50430	prog brain res	<table><tr><td>Source:</td><td>prog brain res</td></tr><tr><td>Citations:</td><td>64</td></tr><tr><td>Co-citations:</td><td>5266</td></tr></table>	-0.8024	-0.1581	2	64	5266
50439	prog hum geog	<table><tr><td>Source:</td><td>prog hum geog</td></tr><tr><td>Citations:</td><td>187</td></tr><tr><td>Co-citations:</td><td>4352</td></tr></table>	0.8096	0.0928	1	187	4352
50442	prog neuro-psychoph	<table><tr><td>Source:</td><td>prog neuro-psychoph</td></tr><tr><td>Citations:</td><td>53</td></tr><tr><td>Co-citations:</td><td>7243</td></tr></table>	-0.9996	-0.4027	3	53	7243
50863	psychiat clin neuros	<table><tr><td>Source:</td><td>psychiat clin neuros</td></tr><tr><td>Citations:</td><td>20</td></tr><tr><td>Co-citations:</td><td>3682</td></tr></table>	-0.9978	-0.43	3	20	3682
50879	psychiat res	<table><tr><td>Source:</td><td>psychiat res</td></tr><tr><td>Citations:</td><td>133</td></tr><tr><td>Co-citations:</td><td>12445</td></tr></table>	-0.9246	-0.3645	3	133	12445
50892	psychiatr serv	<table><tr><td>Source:</td><td>psychiatr serv</td></tr><tr><td>Citations:</td><td>42</td></tr><tr><td>Co-citations:</td><td>2779</td></tr></table>	-0.676	-0.4291	3	42	2779
50964	psychol bull	<table><tr><td>Source:</td><td>psychol bull</td></tr><tr><td>Citations:</td><td>531</td></tr><tr><td>Co-citations:</td><td>43011</td></tr></table>	-0.1411	-0.1742	2	531	43011
51007	psychol inq	<table><tr><td>Source:</td><td>psychol inq</td></tr><tr><td>Citations:</td><td>40</td></tr><tr><td>Co-citations:</td><td>3397</td></tr></table>	0.0519	-0.161	2	40	3397
51032	psychol med	<table><tr><td>Source:</td><td>psychol med</td></tr><tr><td>Citations:</td><td>211</td></tr><tr><td>Co-citations:</td><td>17398</td></tr></table>	-0.7695	-0.3373	3	211	17398
51064	psychol public pol l	<table><tr><td>Source:</td><td>psychol public pol l</td></tr><tr><td>Citations:</td><td>20</td></tr><tr><td>Co-citations:</td><td>2849</td></tr></table>	0.3252	-0.1552	5	20	2849
51076	psychol rep	<table><tr><td>Source:</td><td>psychol rep</td></tr><tr><td>Citations:</td><td>61</td></tr><tr><td>Co-citations:</td><td>3479</td></tr></table>	-0.2104	-0.0995	2	61	3479
51079	psychol res-psych fo	<table><tr><td>Source:</td><td>psychol res-psych fo</td></tr><tr><td>Citations:</td><td>51</td></tr><tr><td>Co-citations:</td><td>3373</td></tr></table>	-0.5248	-0.0846	2	51	3373
51080	psychol rev	<table><tr><td>Source:</td><td>psychol rev</td></tr><tr><td>Citations:</td><td>385</td></tr><tr><td>Co-citations:</td><td>26953</td></tr></table>	-0.1169	-0.103	2	385	26953
51085	psychol sci	<table><tr><td>Source:</td><td>psychol sci</td></tr><tr><td>Citations:</td><td>528</td></tr><tr><td>Co-citations:</td><td>36959</td></tr></table>	-0.2809	-0.1071	2	528	36959
51148	psychon b rev	<table><tr><td>Source:</td><td>psychon b rev</td></tr><tr><td>Citations:</td><td>119</td></tr><tr><td>Co-citations:</td><td>7810</td></tr></table>	-0.5022	-0.0533	2	119	7810
51163	psychopharmacol bull	<table><tr><td>Source:</td><td>psychopharmacol bull</td></tr><tr><td>Citations:</td><td>68</td></tr><tr><td>Co-citations:</td><td>11345</td></tr></table>	-1.0166	-0.4875	3	68	11345
51165	psychopharmacology	<table><tr><td>Source:</td><td>psychopharmacology</td></tr><tr><td>Citations:</td><td>254</td></tr><tr><td>Co-citations:</td><td>19498</td></tr></table>	-0.9048	-0.3014	3	254	19498
51176	psychophysiology	<table><tr><td>Source:</td><td>psychophysiology</td></tr><tr><td>Citations:</td><td>141</td></tr><tr><td>Co-citations:</td><td>7609</td></tr></table>	-0.7116	-0.1981	2	141	7609
51188	psychosom med	<table><tr><td>Source:</td><td>psychosom med</td></tr><tr><td>Citations:</td><td>65</td></tr><tr><td>Co-citations:</td><td>4541</td></tr></table>	-0.6316	-0.2894	3	65	4541
51191	psychother psychosom	<table><tr><td>Source:</td><td>psychother psychosom</td></tr><tr><td>Citations:</td><td>32</td></tr><tr><td>Co-citations:</td><td>6053</td></tr></table>	-0.8361	-0.4933	3	32	6053
51192	psychother res	<table><tr><td>Source:</td><td>psychother res</td></tr><tr><td>Citations:</td><td>24</td></tr><tr><td>Co-citations:</td><td>6902</td></tr></table>	-0.616	-0.436	3	24	6902
